-1.355813680442407465e+00,1.299184432445479355e-02
-8.336436549170718191e-01,1.369157671186883862e-01
-1.052892895616022617e+00,6.764446463253547259e-01
-2.552036010417550571e+00,-3.784202239473248852e-01
-1.508202728823204719e+00,6.159156371070556579e-01
-1.923947365503288376e+00,1.177758316058586940e+00
-2.265583813380744438e+00,-2.663203264105509227e-01
-1.359442140667348697e+00,2.183116579688793857e-01
-1.167722980849367875e+00,-2.342680131300425572e-01
-1.930777807870886820e+00,-6.014440406372546510e-01
-1.478191918243923819e+00,-3.460320590223036619e-01
-1.944121006883188230e+00,-2.466711753479628733e-01
-1.817907638425761752e+00,3.780626347279033017e-01
-6.751263451610368671e-01,6.154865116554194548e-01
-2.156217419311138972e+00,-5.378740710648607370e-01
-1.654124027428034660e+00,5.224504000236529500e-01
-1.363043464741510169e+00,6.648048826650393428e-01
-1.629561292612919043e+00,2.896704319193399990e-01
-2.294492602330072462e+00,-1.128656912436540871e+00
-1.427205723147042749e+00,5.010530973984042014e-01
-7.691899396984694937e-01,8.423128495714684583e-01
-5.935027510692835184e-01,9.499886363794671773e-01
-2.066130446303116930e+00,-2.218853028727997001e-01
-1.141654019357447591e+00,4.877328268968895153e-01
-4.679175077515744796e-01,1.840493595674339011e-01
-1.530553526489733196e+00,1.777395528433391436e-01
-5.986330246949636003e-01,-1.731800043771205555e-01
-6.076940470031917396e-01,2.717200398433398667e-01
-1.155901636665300103e+00,3.832308521900004150e-01
-1.873744000446635249e+00,8.280438766481072743e-02
-6.889746311632656273e-01,1.162019988690479178e+00
-2.436003706326769491e-01,1.725425609134547011e+00
-1.798073336315987314e+00,8.939064378661205623e-01
-1.067572483746689782e+00,8.451052198540065508e-01
-1.421177422653533418e+00,-5.379939210207480560e-01
-3.098606721537310871e-01,9.819679200966252575e-01
-1.189830760170635937e+00,1.076130401235457779e+00
-3.298604990400169079e-01,9.396389632685957505e-01
-8.636728793041399399e-01,5.498449898025662419e-01
-1.187411626296999589e+00,7.151690341959374697e-01
-1.057258292202594596e+00,-3.254575722331982113e-01
-2.671002901817786102e-01,1.151232144824093417e+00
-1.521089808126641296e+00,-6.165289425696098002e-02
-5.856875162264484347e-01,1.562144352688780380e+00
2.163605595606744036e-01,9.673058727069586693e-01
