-3.762183532978765399e+00,4.217215721599457900e+00
-3.284090958909992253e+00,3.606749217474473745e+00
-1.431682410005247874e+00,4.745123973257506123e+00
-4.087098394405409785e+00,4.649061852823328067e+00
-4.396562619492567769e+00,5.080902433911385074e+00
-4.174126214444281224e+00,4.525659229910443671e+00
-3.244513409029039064e+00,5.312142816564676018e+00
-4.827440578751573952e+00,3.603724936284972813e+00
-4.616182561370478332e+00,3.012448579881806143e+00
-4.264451020811018900e+00,3.109861429131914434e+00
-2.766211167634635260e+00,4.944608238071495521e+00
-3.433529792138376724e+00,3.988855008393577428e+00
-4.755472295656659298e+00,3.075359495652948638e+00
-4.026967123853934183e+00,4.898378207404991969e+00
-3.247825135528724871e+00,4.646392989035673438e+00
-3.830353486387432227e+00,2.904398548255176404e+00
-4.362727002001976828e+00,5.304455872860710741e+00
4.487283827348611531e-01,6.935359355184504082e+00
-3.835812260525542250e+00,4.760910094758876276e+00
-4.301998938040752840e+00,3.670033864527130874e+00
-4.840187574155729422e+00,4.188191647727476763e+00
-7.529389654025495648e-01,5.962588843062208710e+00
-3.853494995670945222e+00,4.361138134407081424e+00
-3.497088556425603123e+00,3.938800121731609760e+00
-5.211046592697947233e+00,4.057573575858235415e+00
-2.645820193105833162e+00,3.891360013920821093e+00
-3.156105395444249950e+00,4.775484677920774246e+00
-4.012002479361256313e+00,3.755384937642214815e+00
-3.299599375870512219e+00,3.966839881195778794e+00
-2.898550429892606140e+00,4.651464326458260246e+00
-3.164203834355960865e+00,6.331043461880676126e+00
-4.568402269036134555e+00,4.417432445929937224e+00
-2.956171354435399579e+00,5.970112752940747392e+00
-5.070260708127014126e+00,4.075326346994864402e+00
-3.394363550959472953e+00,6.230241756481355253e+00
-3.777436628005967023e+00,3.965207741953500342e+00
-3.421384444302391081e+00,5.212843971200697979e+00
-4.786256317627366030e+00,4.399180613321487243e+00
-4.232905915476905534e+00,2.019187301657461298e+00
-3.063177196574210726e+00,6.625028320567958318e+00
-2.837025148970568900e+00,3.776031120720540812e+00
-3.904949687704596606e+00,4.486211303548323315e+00
-4.122345378369386637e+00,4.738511604455876380e+00
-3.795337378005683604e+00,3.750864946338060779e+00
-2.594226020598794591e+00,3.805954089434322896e+00
-3.649339778188051664e+00,3.682671013855242315e+00
-5.640961236343017937e+00,2.035782113952708805e+00
-8.651781265835112311e-01,4.418875309277696672e+00
-4.145073022574131016e+00,5.758615356600659041e+00
-4.146515078142286370e+00,3.347393758920941487e+00
-3.316025053893048469e+00,6.548094191131221820e+00
-2.867667943174149414e+00,5.597235413313773833e+00
-2.579250205499150628e+00,3.543114317197907592e+00
-4.611409178687653210e+00,4.600509302388991806e+00
-3.807859571103162644e+00,4.572456397244631709e+00
-2.826384234186950728e+00,4.312842109248094857e+00
-3.111619351543753353e+00,4.728172260911323477e+00
-3.755561168923741366e+00,2.648591130323986853e+00
-2.388651482587309083e+00,5.869638760532637889e+00
-3.825909350213058335e+00,3.645968842315010505e+00
-3.849558701276516004e+00,4.938211142613623927e+00
-2.197157397552784719e+00,4.927643463273942537e+00
-3.050853275158108779e+00,4.945007250582833080e+00
-5.550583135081655684e+00,2.041630485092224667e+00
-1.294560629532744533e+00,7.385532578270844972e+00
-3.532188029669222296e+00,3.265040953880096186e+00
-3.804994087362029376e+00,3.655007322591529828e+00
-3.895281656509535839e+00,2.426955003711334768e+00
-2.963058496344305404e+00,4.092050720336479763e+00
-4.782140965902573093e+00,5.989824040784805348e+00
-3.331674759174657829e+00,5.421076142336513470e+00
-4.759433917637760914e+00,4.255280429819373822e+00
-2.937734151418174733e+00,5.624277334860009248e+00
-3.406528743078405252e+00,2.594469356341118527e+00
-4.994088202832746681e+00,4.203253982294852698e+00
-6.064106502011740396e+00,2.016550584706462423e+00
-3.998210297009221481e+00,3.861932998115379156e+00
-1.149414111302122565e+00,3.972684181829095884e+00
-4.537630017673819793e+00,4.198724105357894310e+00
-2.303865059195802978e+00,5.085663342210025917e+00
-3.229544813943121540e+00,8.085304536528052921e+00
-3.652104921916317082e+00,4.985749571567994920e+00
-4.599675139248282640e+00,4.131630725961265682e+00
-3.144682135811931012e+00,5.733853480728500429e+00
-3.036880927705216227e+00,5.857879899015810743e+00
-2.349967582868671467e+00,4.723528481660514089e+00
-5.272957793767771406e+00,4.190457416803859303e+00
-1.977914040300586818e+00,5.148204896188360635e+00
-3.523137752683333623e+00,3.009015023678769385e+00
-2.698359069925140297e+00,4.158460238109014107e+00
-2.561667618997398588e+00,3.998983955635538656e+00
-2.201381408375780335e+00,4.742157856551174611e+00
-1.610196663701722875e+00,5.995814391356606876e+00
-3.924365236573484239e+00,5.420742660476808084e+00
-3.244821626605666864e+00,5.557140923572347013e+00
-2.443351899282760087e+00,3.772325889446400460e+00
-3.258968865530468939e+00,6.194088223818739358e+00
-3.059944852617501709e+00,5.185372972245058776e+00
-4.849804500504145466e+00,5.225671071525487932e+00
-1.372013188035223541e+00,5.089228260962038064e+00
-2.164890818909757542e+00,4.947828544608339207e+00
-4.925006186856498047e+00,2.525898128915187613e+00
-4.565783451491329359e+00,4.138790774693664076e+00
-2.768877790754636692e+00,3.644934807334828442e+00
-4.115672136628252709e+00,3.638970689516725088e+00
-2.074708390338741992e+00,4.144622232329938427e+00
-8.614421632137136964e-01,5.928808758510668575e+00
-2.837941692994774279e+00,5.728905260704099334e+00
-4.107994559909724508e+00,5.126198846318744451e+00
-2.963928125622989462e+00,5.140590822339394350e+00
-3.266189329578191192e+00,4.587899770732031257e+00
-2.936475517321885498e+00,4.850019042919618606e+00
-1.460745757262445599e+00,6.254907956302421468e+00
-3.369672123597631685e+00,4.070609420769660147e+00
-4.258908429425582121e+00,4.044870942743913567e+00
-3.675933634197445343e+00,3.729603383635850200e+00
-2.481572507407730388e+00,5.983108462349061796e+00
-4.201892537789260196e+00,4.376122985844307145e+00
-3.743577503154712716e+00,5.302228417679158312e+00
-1.182491190758396593e+00,5.273532635176756855e+00
-3.325047458958524160e+00,3.981915906772759861e+00
-2.293385811061307678e+00,5.835865114518982821e+00
-3.460401930244642710e+00,5.002574420394990895e+00
-4.829931258940073135e+00,3.499528883340000895e+00
-3.513698573584393969e+00,4.005474700435630808e+00
-3.266791044931152577e+00,4.558102578827688767e+00
-3.203311873646797814e+00,4.973416333100022513e+00
-4.591066778344710109e+00,4.734792571222238955e+00
-4.005937343376611892e+00,2.738383595782790891e+00
-4.407724809206291283e+00,3.335270258815862920e+00
-4.524183240802585715e+00,2.694367792773538994e+00
-3.979590419823911152e+00,4.494990225690923324e+00
-2.233474713731203209e+00,7.653127059274133615e+00
